Date,Close
2012-02-16,15.076406478881836
2012-02-17,15.073700904846191
2012-02-20,15.073700904846191
2012-02-21,15.45585823059082
2012-02-22,15.401522636413574
2012-02-23,15.502083778381348
2012-02-24,15.682804107666016
2012-02-27,15.783374786376953
2012-02-28,16.073070526123047
2012-02-29,16.28411293029785
2012-03-01,16.34504508972168
2012-03-02,16.366369247436523
2012-03-05,16.00552749633789
2012-03-06,15.918463706970215
2012-03-07,15.931377410888672
2012-03-08,16.27060317993164
2012-03-09,16.366065979003906
2012-03-12,16.571107864379883
2012-03-13,17.054431915283203
2012-03-14,17.699262619018555
2012-03-15,17.578582763671875
2012-03-16,17.578882217407227
2012-03-19,18.04509925842285
2012-03-20,18.19099235534668
2012-03-21,18.087114334106445
2012-03-22,17.992258071899414
2012-03-23,17.89348602294922
2012-03-26,18.22161293029785
2012-03-27,18.44676399230957
2012-03-28,18.54102325439453
2012-03-29,18.308069229125977
2012-03-30,17.99856185913086
2012-04-02,18.571346282958984
2012-04-03,18.892257690429688
2012-04-04,18.741865158081055
2012-04-05,19.023149490356445
2012-04-06,19.023149490356445
2012-04-09,19.099695205688477
2012-04-10,18.865848541259766
2012-04-11,18.798599243164062
2012-04-12,18.695632934570312
2012-04-13,18.16907501220703
2012-04-16,17.41557502746582
2012-04-17,18.30326271057129
2012-04-18,18.262439727783203
2012-04-19,17.635013580322266
2012-04-20,17.200929641723633
2012-04-23,17.16250228881836
2012-04-24,16.81967544555664
2012-04-25,18.31227684020996
2012-04-26,18.243228912353516
2012-04-27,18.102130889892578
2012-04-30,17.531145095825195
2012-05-01,17.475610733032227
2012-05-02,17.5911922454834
2012-05-03,17.46630859375
2012-05-04,16.9688663482666
2012-05-07,17.095863342285156
2012-05-08,17.056821823120117
2012-05-09,17.086849212646484
2012-05-10,17.127079010009766
2012-05-11,17.0127010345459
2012-05-14,16.757827758789062
2012-05-15,16.606229782104492
2012-05-16,16.393386840820312
2012-05-17,15.914265632629395
2012-05-18,15.922064781188965
2012-05-21,16.849685668945312
2012-05-22,16.72030258178711
2012-05-23,17.128284454345703
2012-05-24,16.970972061157227
2012-05-25,16.880002975463867
2012-05-28,16.880002975463867
2012-05-29,17.179607391357422
2012-05-30,17.386754989624023
2012-05-31,17.343524932861328
2012-06-01,16.840986251831055
2012-06-04,16.940053939819336
2012-06-05,16.896221160888672
2012-06-06,17.155296325683594
2012-06-07,17.163097381591797
2012-06-08,17.42127227783203
2012-06-11,17.146589279174805
2012-06-12,17.2963924407959
2012-06-13,17.17630958557129
2012-06-14,17.157394409179688
2012-06-15,17.235445022583008
2012-06-18,17.58518409729004
2012-06-19,17.63411521911621
2012-06-20,17.583980560302734
2012-06-21,17.341718673706055
2012-06-22,17.474714279174805
2012-06-25,17.13458251953125
2012-06-26,17.172405242919922
2012-06-27,17.24655532836914
2012-06-28,17.082944869995117
2012-06-29,17.5317440032959
2012-07-02,17.787513732910156
2012-07-03,17.99435806274414
2012-07-04,17.99435806274414
2012-07-05,18.310462951660156
2012-07-06,18.188583374023438
2012-07-09,18.429048538208008
2012-07-10,18.2585391998291
2012-07-11,18.14505958557129
2012-07-12,17.979053497314453
2012-07-13,18.161270141601562
2012-07-16,18.219505310058594
2012-07-17,18.220413208007812
2012-07-18,18.199996948242188
2012-07-19,18.44196319580078
2012-07-20,18.14116096496582
2012-07-23,18.12704849243164
2012-07-24,18.03968620300293
2012-07-25,17.26066780090332
2012-07-26,17.257959365844727
2012-07-27,17.56656837463379
2012-07-30,17.862871170043945
2012-07-31,18.3350887298584
2012-08-01,18.216503143310547
2012-08-02,18.245929718017578
2012-08-03,18.483383178710938
2012-08-06,18.68902015686035
2012-08-07,18.639793395996094
2012-08-08,18.608272552490234
2012-08-09,18.714397430419922
2012-08-10,18.743635177612305
2012-08-13,18.99387550354004
2012-08-14,19.04482650756836
2012-08-15,19.018898010253906
2012-08-16,19.18502426147461
2012-08-17,19.539871215820312
2012-08-20,20.053613662719727
2012-08-21,19.779556274414062
2012-08-22,20.165773391723633
2012-08-23,19.977636337280273
2012-08-24,19.995426177978516
2012-08-27,20.371076583862305
2012-08-28,20.34455108642578
2012-08-29,20.304454803466797
2012-08-30,20.015024185180664
2012-08-31,20.056325912475586
2012-09-03,20.056325912475586
2012-09-04,20.349674224853516
2012-09-05,20.206764221191406
2012-09-06,20.388870239257812
2012-09-07,20.51459503173828
2012-09-10,19.98095703125
2012-09-11,19.9161376953125
2012-09-12,20.193504333496094
2012-09-13,20.591171264648438
2012-09-14,20.841405868530273
2012-09-17,21.097675323486328
2012-09-18,21.161893844604492
2012-09-19,21.167619705200195
2012-09-20,21.065107345581055
2012-09-21,21.107017517089844
2012-09-24,20.826637268066406
2012-09-25,20.306564331054688
2012-09-26,20.05451774597168
2012-09-27,20.541122436523438
2012-09-28,20.112407684326172
2012-10-01,19.87995719909668
2012-10-02,19.93783950805664
2012-10-03,20.243549346923828
2012-10-04,20.10335922241211
2012-10-05,19.67494010925293
2012-10-08,19.240190505981445
2012-10-09,19.170246124267578
2012-10-10,19.32280158996582
2012-10-11,18.93659210205078
2012-10-12,18.985130310058594
2012-10-15,19.137388229370117
2012-10-16,19.590524673461914
2012-10-17,19.434350967407227
2012-10-18,19.073476791381836
2012-10-19,18.386066436767578
2012-10-22,19.115373611450195
2012-10-23,18.49219512939453
2012-10-24,18.59681510925293
2012-10-25,18.377031326293945
2012-10-26,18.21000099182129
2012-10-29,18.21000099182129
2012-10-30,18.21000099182129
2012-10-31,17.94831085205078
2012-11-01,17.985090255737305
2012-11-02,17.38994598388672
2012-11-05,17.625715255737305
2012-11-06,17.57234764099121
2012-11-07,16.89998435974121
2012-11-08,16.286680221557617
2012-11-09,16.568645477294922
2012-11-12,16.440534591674805
2012-11-13,16.442651748657227
2012-11-14,16.260330200195312
2012-11-15,15.919302940368652
2012-11-16,15.981689453125
2012-11-19,17.13410758972168
2012-11-20,16.98811912536621
2012-11-21,17.012052536010742
2012-11-22,17.012052536010742
2012-11-23,17.308862686157227
2012-11-26,17.854928970336914
2012-11-27,17.7110595703125
2012-11-28,17.655336380004883
2012-11-29,17.84977149963379
2012-11-30,17.726205825805664
2012-12-03,17.753768920898438
2012-12-04,17.440601348876953
2012-12-05,16.31817626953125
2012-12-06,16.574100494384766
2012-12-07,16.150390625
2012-12-10,16.046506881713867
2012-12-11,16.396923065185547
2012-12-12,16.324539184570312
2012-12-13,16.042564392089844
2012-12-14,15.439859390258789
2012-12-17,15.713656425476074
2012-12-18,16.17007064819336
2012-12-19,15.940200805664062
2012-12-20,15.801482200622559
2012-12-21,15.728798866271973
2012-12-24,15.754233360290527
2012-12-25,15.754233360290527
2012-12-26,15.537083625793457
2012-12-27,15.599472999572754
2012-12-28,15.433802604675293
2012-12-31,16.11768341064453
2013-01-01,16.11768341064453
2013-01-02,16.628314971923828
2013-01-03,16.418424606323242
2013-01-04,15.96109676361084
2013-01-07,15.867207527160645
2013-01-08,15.909912109375
2013-01-09,15.661259651184082
2013-01-10,15.855393409729004
2013-01-11,15.758174896240234
2013-01-14,15.19636058807373
2013-01-15,14.716917991638184
2013-01-16,15.327795028686523
2013-01-17,15.22452163696289
2013-01-18,15.143351554870605
2013-01-21,15.143351554870605
2013-01-22,15.287824630737305
2013-01-23,15.56767463684082
2013-01-24,13.644166946411133
2013-01-25,13.322515487670898
2013-01-28,13.623869895935059
2013-01-29,13.879488945007324
2013-01-30,13.8358793258667
2013-01-31,13.795294761657715
2013-02-01,13.73865795135498
2013-02-04,13.396419525146484
2013-02-05,13.86646842956543
2013-02-06,13.8516263961792
2013-02-07,14.263490676879883
2013-02-08,14.46942138671875
2013-02-11,14.620210647583008
2013-02-12,14.253744125366211
2013-02-13,14.226630210876465
2013-02-14,14.213835716247559
2013-02-15,14.017959594726562
2013-02-18,14.017959594726562
2013-02-19,14.012777328491211
2013-02-20,13.673416137695312
2013-02-21,13.588425636291504
2013-02-22,13.733124732971191
2013-02-25,13.489115715026855
2013-02-26,13.677069664001465
2013-02-27,13.543033599853516
2013-02-28,13.446468353271484
2013-03-01,13.113503456115723
2013-03-04,12.796080589294434
2013-03-05,13.133912086486816
2013-03-06,12.966975212097168
2013-03-07,13.116854667663574
2013-03-08,13.151580810546875
2013-03-11,13.338929176330566
2013-03-12,13.051358222961426
2013-03-13,13.048921585083008
2013-03-14,13.175344467163086
2013-03-15,13.515316009521484
2013-03-18,13.882699966430664
2013-03-19,13.845226287841797
2013-03-20,13.77181339263916
2013-03-21,13.79161548614502
2013-03-22,14.071269989013672
2013-03-25,14.12214183807373
2013-03-26,14.047808647155762
2013-03-27,13.77181339263916
2013-03-28,13.484850883483887
2013-03-29,13.484850883483887
2013-04-01,13.065979957580566
2013-04-02,13.092788696289062
2013-04-03,13.159810066223145
2013-04-04,13.029733657836914
2013-04-05,12.892036437988281
2013-04-08,12.983732223510742
2013-04-09,13.007187843322754
2013-04-10,13.272520065307617
2013-04-11,13.231091499328613
2013-04-12,13.093095779418945
2013-04-15,12.789984703063965
2013-04-16,12.984643936157227
2013-04-17,12.270586013793945
2013-04-18,11.943107604980469
2013-04-19,11.896801948547363
2013-04-22,12.14477252960205
2013-04-23,12.372030258178711
2013-04-24,12.351617813110352
2013-04-25,12.440573692321777
2013-04-26,12.709256172180176
2013-04-29,13.102842330932617
2013-04-30,13.488508224487305
2013-05-01,13.382190704345703
2013-05-02,13.571972846984863
2013-05-03,13.707843780517578
2013-05-06,14.034713745117188
2013-05-07,13.97226333618164
2013-05-08,14.130064010620117
2013-05-09,14.006791114807129
2013-05-10,13.890260696411133
2013-05-13,13.944536209106445
2013-05-14,13.6109037399292
2013-05-15,13.150625228881836
2013-05-16,13.326336860656738
2013-05-17,13.285855293273926
2013-05-20,13.582388877868652
2013-05-21,13.482112884521484
2013-05-22,13.533935546875
2013-05-23,13.558161735534668
2013-05-24,13.65046215057373
2013-05-27,13.65046215057373
2013-05-28,13.53669548034668
2013-05-29,13.644328117370605
2013-05-30,13.847638130187988
2013-05-31,13.790912628173828
2013-06-03,13.821266174316406
2013-06-04,13.778032302856445
2013-06-05,13.649238586425781
2013-06-06,13.445319175720215
2013-06-07,13.548042297363281
2013-06-10,13.458503723144531
2013-06-11,13.418944358825684
